filename,xmin,ymin,xmax,ymax,class
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c1920.png,185,235,225,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c1920.png,199,0,239,24,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c1920.png,119,65,159,105,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c1920.png,41,114,81,154,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c2304.png,0,87,39,127,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c2304.png,105,221,145,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c2304.png,174,152,214,192,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c2304.png,235,59,256,99,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c2304.png,65,18,105,58,tree
./dataset_not_aug/images/Img_RSKA014702_2_r768_c2816.png,19,20,59,60,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c768.png,0,0,37,39,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c768.png,235,72,256,112,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c768.png,160,98,200,138,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c768.png,96,155,136,195,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c768.png,43,218,83,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r896_c000.png,0,29,27,69,tree
./dataset_not_aug/images/Img_RSKA003603_3_r896_c000.png,207,28,247,67,tree
./dataset_not_aug/images/Img_RSKA003603_3_r896_c000.png,162,117,202,157,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c3712.png,137,90,177,129,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c3712.png,72,167,112,207,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c3712.png,7,230,47,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c3712.png,20,0,61,23,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2304_c2176.png,130,64,170,104,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2304_c2176.png,31,40,71,80,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c3456.png,0,24,23,64,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c3456.png,182,119,222,158,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c3456.png,99,180,139,220,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2048_c3456.png,45,217,85,256,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c1280.png,122,167,162,206,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c1280.png,114,76,154,115,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c1280.png,104,0,144,38,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1664_c1536.png,7,135,47,174,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1664_c1536.png,0,47,34,86,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1664_c1536.png,204,22,244,62,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1664_c1536.png,210,183,250,223,tree
./dataset_not_aug/images/Img_RSKA003603_5_r896_c2048.png,154,5,194,45,tree
./dataset_not_aug/images/Img_RSKA003603_5_r896_c2048.png,173,230,213,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1536_c2304.png,221,5,256,45,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1536_c2304.png,167,57,207,97,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1536_c2304.png,88,117,128,157,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1536_c2304.png,4,179,44,219,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2688_c1664.png,43,228,83,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2688_c1664.png,194,85,234,125,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c512.png,0,51,31,90,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c512.png,202,79,243,119,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c512.png,93,171,133,211,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c512.png,160,124,200,164,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c000.png,131,0,171,30,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c000.png,7,124,47,164,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c000.png,55,73,95,113,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c000.png,189,202,229,241,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c3200.png,34,182,74,222,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c3200.png,68,82,108,122,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2816_c3200.png,223,215,256,255,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c1024.png,79,27,119,67,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2816_c1024.png,220,142,256,181,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c2944.png,141,85,181,125,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c2944.png,218,8,256,48,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c2944.png,70,146,110,186,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c1664.png,226,215,256,255,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c1664.png,100,105,140,144,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c1664.png,27,162,67,202,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1408_c1664.png,167,40,208,80,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c2048.png,127,0,167,39,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c2048.png,84,72,124,112,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c2048.png,0,126,36,166,tree
./dataset_not_aug/images/Img_RSKA003603_2_r768_c2048.png,206,225,246,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c1280.png,135,31,175,71,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c1280.png,48,112,88,151,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1280.png,228,0,256,40,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1280.png,153,56,193,95,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1280.png,70,137,110,176,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2304_c1280.png,0,169,39,208,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1664_c3200.png,33,51,73,91,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1664_c3200.png,204,140,244,180,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1664_c3200.png,116,217,156,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2688.png,204,82,244,121,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2688.png,133,159,173,198,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c2688.png,62,197,102,237,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c896.png,0,0,33,22,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c896.png,198,90,238,129,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c896.png,131,147,171,187,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c2816.png,147,37,187,77,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c2816.png,88,102,128,141,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c2816.png,44,159,84,198,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1280_c2816.png,0,219,22,256,tree
./dataset_not_aug/images/Img_RSKA003603_3_r896_c1152.png,186,160,226,200,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2048_c640.png,235,188,256,228,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2048_c640.png,26,200,66,239,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2048_c640.png,68,142,108,182,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2048_c640.png,0,5,34,45,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2048_c640.png,155,3,195,42,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2048_c640.png,117,62,157,101,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1024_c2048.png,12,23,52,63,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1024_c2048.png,19,115,59,155,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1024_c2048.png,205,49,245,89,tree
./dataset_not_aug/images/Img_RSKA003603_1_r384_c3712.png,82,168,122,207,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c1664.png,100,233,140,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c1664.png,167,168,208,208,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c1664.png,9,22,49,62,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c2176.png,162,116,202,156,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c2176.png,93,177,133,217,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2944_c384.png,91,0,131,35,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2944_c384.png,26,40,66,80,tree
./dataset_not_aug/images/Img_RSKA014702_1_r256_c1536.png,44,0,84,30,tree
./dataset_not_aug/images/Img_RSKA014702_1_r256_c1536.png,74,200,114,240,tree
./dataset_not_aug/images/Img_RSKA014702_1_r256_c1536.png,229,53,256,93,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c2816.png,226,71,256,111,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1280_c2816.png,165,131,205,171,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1024_c1920.png,140,23,180,63,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1024_c1920.png,147,115,187,155,tree
./dataset_not_aug/images/Img_RSKA003603_4_r768_c256.png,224,21,256,61,tree
./dataset_not_aug/images/Img_RSKA003603_4_r768_c256.png,144,70,184,110,tree
./dataset_not_aug/images/Img_RSKA003603_4_r768_c256.png,76,136,116,176,tree
./dataset_not_aug/images/Img_RSKA003603_4_r768_c256.png,12,185,52,225,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c1280.png,49,0,89,33,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c1280.png,189,142,229,182,tree
./dataset_not_aug/images/Img_RSKA003603_4_r256_c1280.png,108,208,148,248,tree
./dataset_not_aug/images/Img_RSKA014702_1_r384_c1280.png,136,211,176,251,tree
./dataset_not_aug/images/Img_RSKA014702_1_r384_c1280.png,137,110,177,149,tree
./dataset_not_aug/images/Img_RSKA003603_4_r384_c1792.png,1,7,41,47,tree
./dataset_not_aug/images/Img_RSKA003603_4_r384_c1792.png,109,171,149,211,tree
./dataset_not_aug/images/Img_RSKA003603_4_r384_c1792.png,178,83,218,123,tree
./dataset_not_aug/images/Img_RSKA003603_5_r640_c1024.png,22,86,62,126,tree
./dataset_not_aug/images/Img_RSKA003603_5_r640_c1024.png,100,37,140,77,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2816_c1792.png,36,102,76,142,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2816_c1792.png,82,35,122,75,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2816_c1792.png,174,0,214,33,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2816_c1792.png,233,211,256,250,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c256.png,171,50,211,90,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c256.png,100,101,140,141,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1280_c256.png,29,164,69,203,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1024_c2432.png,111,160,151,199,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1024_c2432.png,96,60,136,100,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1536_c1920.png,115,98,155,138,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c1280.png,23,0,63,24,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c1280.png,157,101,197,141,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c1280.png,106,152,146,192,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c1280.png,31,220,71,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2176_c3584.png,169,136,209,175,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2176_c3584.png,129,200,169,240,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2176_c3584.png,54,0,94,30,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c2688.png,103,6,143,45,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c2688.png,45,58,85,97,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c2688.png,0,129,31,169,tree
./dataset_not_aug/images/Img_RSKA003603_3_r000_c2688.png,195,187,235,226,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2176_c1664.png,221,2,256,42,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2176_c1664.png,174,59,214,99,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2176_c1664.png,109,113,149,153,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2176_c1664.png,7,182,47,222,tree
./dataset_not_aug/images/Img_RSKA014702_1_r128_c512.png,70,195,110,234,tree
./dataset_not_aug/images/Img_RSKA014702_1_r128_c512.png,61,93,101,132,tree
./dataset_not_aug/images/Img_RSKA014702_1_r128_c512.png,56,2,96,42,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1152_c1920.png,147,0,187,27,tree
./dataset_not_aug/images/Img_RSKA014702_1_r1152_c1920.png,160,189,200,229,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1664_c2304.png,163,97,203,136,tree
./dataset_not_aug/images/Img_RSKA014702_3_r1664_c2304.png,146,7,186,46,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1280_c640.png,0,125,30,164,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1280_c640.png,191,0,231,32,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1280_c640.png,199,162,239,202,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c2304.png,101,186,141,226,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c2304.png,160,133,200,173,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c2304.png,215,62,255,101,tree
./dataset_not_aug/images/Img_RSKA003603_1_r1792_c2304.png,0,34,31,74,tree
./dataset_not_aug/images/Img_RSKA014702_2_r768_c1536.png,71,128,111,167,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c1792.png,122,0,162,38,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c1792.png,5,111,45,150,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c1792.png,200,86,240,126,tree
./dataset_not_aug/images/Img_RSKA003603_5_r512_c1792.png,51,214,91,254,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2304_c2176.png,0,128,26,168,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2304_c2176.png,106,38,146,78,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2304_c2176.png,160,0,200,33,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1408_c000.png,17,0,57,33,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1408_c000.png,40,74,80,114,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1408_c000.png,48,183,88,223,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1408_c000.png,223,51,256,90,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2944_c1152.png,111,87,151,126,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2688_c512.png,11,196,51,236,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2688_c512.png,64,107,104,146,tree
./dataset_not_aug/images/Img_RSKA003603_3_r2688_c512.png,111,35,151,75,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c2304.png,232,0,256,31,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c2304.png,160,66,200,106,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c2304.png,91,125,131,165,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1024_c2304.png,22,187,62,227,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1920_c2432.png,185,56,225,95,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1920_c2432.png,0,0,31,25,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1920_c2432.png,116,109,156,149,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1920_c2432.png,59,177,99,217,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c384.png,7,48,47,87,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c384.png,211,149,251,189,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2304_c2304.png,215,155,255,194,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2304_c2304.png,149,207,189,247,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2304_c2304.png,32,0,72,33,tree
./dataset_not_aug/images/Img_RSKA014702_3_r000_c2176.png,36,90,76,130,tree
./dataset_not_aug/images/Img_RSKA014702_3_r000_c2176.png,36,0,76,32,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c2432.png,191,19,231,59,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c2432.png,129,79,170,118,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c2432.png,44,144,84,184,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c2432.png,0,210,24,250,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2944_c896.png,28,0,68,35,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1792_c1024.png,163,161,203,201,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1792_c1024.png,89,228,129,256,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2176_c1024.png,77,81,117,121,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2176_c1024.png,33,133,74,173,tree
./dataset_not_aug/images/Img_RSKA003603_1_r000_c128.png,230,59,256,99,tree
./dataset_not_aug/images/Img_RSKA003603_1_r000_c128.png,144,144,184,184,tree
./dataset_not_aug/images/Img_RSKA003603_1_r000_c128.png,97,206,137,246,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c3712.png,0,55,21,94,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2560_c3712.png,61,15,101,55,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c3584.png,233,55,256,95,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c3584.png,135,102,175,142,tree
./dataset_not_aug/images/Img_RSKA003603_2_r384_c3584.png,58,204,98,243,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2432_c3072.png,159,72,199,112,tree
./dataset_not_aug/images/Img_RSKA003603_2_r2432_c3072.png,42,159,82,199,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1280_c2048.png,205,41,245,80,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1280_c2048.png,16,230,56,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1280_c2048.png,76,167,116,207,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1280_c2048.png,145,115,185,154,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c1664.png,163,0,203,35,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c1664.png,119,93,159,132,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c1664.png,82,159,122,198,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1408_c1664.png,230,207,256,247,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c2560.png,198,62,238,102,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c2560.png,36,0,76,22,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c2560.png,119,124,159,164,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1792_c2560.png,57,184,97,223,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2176_c2944.png,58,0,98,33,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2176_c2944.png,0,57,21,97,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2176_c2944.png,196,145,236,185,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2176_c2944.png,126,212,166,251,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1920_c2304.png,147,0,187,25,tree
./dataset_not_aug/images/Img_RSKA003603_4_r1920_c2304.png,216,182,256,222,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c768.png,223,29,256,69,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c768.png,149,115,189,155,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c768.png,65,163,105,203,tree
./dataset_not_aug/images/Img_RSKA003603_5_r768_c768.png,0,211,30,251,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2432.png,0,15,24,55,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2432.png,172,85,212,124,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2432.png,107,155,147,194,tree
./dataset_not_aug/images/Img_RSKA003603_1_r128_c2432.png,37,208,77,248,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2560_c384.png,131,143,171,183,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2560_c384.png,179,91,219,131,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c128.png,43,5,83,45,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c128.png,0,57,32,97,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c128.png,191,48,231,88,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c128.png,123,108,163,148,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2048_c128.png,66,156,106,196,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c2560.png,230,108,256,147,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c2560.png,139,161,179,201,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c2560.png,71,221,111,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c2560.png,0,104,22,144,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1536_c2560.png,41,29,81,69,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2816_c2944.png,37,10,77,50,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2816_c2944.png,0,65,35,105,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2816_c2944.png,125,180,165,220,tree
./dataset_not_aug/images/Img_RSKA014702_3_r512_c128.png,136,226,176,256,tree
./dataset_not_aug/images/Img_RSKA014702_3_r512_c128.png,123,139,163,179,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c2560.png,29,75,69,115,tree
./dataset_not_aug/images/Img_RSKA014702_0_r1280_c2560.png,19,0,59,30,tree
./dataset_not_aug/images/Img_RSKA003603_4_r896_c2432.png,107,130,147,170,tree
./dataset_not_aug/images/Img_RSKA003603_4_r896_c2432.png,184,65,224,105,tree
./dataset_not_aug/images/Img_RSKA003603_4_r896_c2432.png,35,194,75,234,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c2816.png,0,208,22,248,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c2816.png,203,15,243,54,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c2816.png,128,93,168,133,tree
./dataset_not_aug/images/Img_RSKA003603_1_r640_c2816.png,49,154,89,194,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c2432.png,223,26,256,66,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c2432.png,164,70,204,110,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c2432.png,93,133,133,173,tree
./dataset_not_aug/images/Img_RSKA003603_2_r1408_c2432.png,39,185,79,225,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1536_c1408.png,104,189,144,229,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1536_c1408.png,100,106,140,145,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1536_c1408.png,92,0,132,39,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1664.png,0,95,32,134,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1664.png,0,185,29,225,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1664.png,110,200,150,240,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c1664.png,130,43,170,82,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c2944.png,62,6,102,46,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c2944.png,0,80,38,120,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c2944.png,186,155,227,194,tree
./dataset_not_aug/images/Img_RSKA003603_4_r2432_c2944.png,113,222,153,256,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2048_c2176.png,226,194,256,234,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2048_c2176.png,79,56,119,96,tree
./dataset_not_aug/images/Img_RSKA003603_1_r2048_c2176.png,135,0,175,26,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1792_c640.png,49,77,90,116,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1792_c640.png,13,166,53,206,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1792_c640.png,197,145,237,185,tree
./dataset_not_aug/images/Img_RSKA003603_3_r1792_c640.png,225,79,256,119,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c512.png,212,97,252,137,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c512.png,148,183,188,222,tree
./dataset_not_aug/images/Img_RSKA003603_5_r1152_c512.png,27,25,67,65,tree
./dataset_not_aug/images/Img_RSKA014702_0_r640_c1536.png,0,148,25,188,tree
./dataset_not_aug/images/Img_RSKA014702_0_r640_c1536.png,11,230,51,256,tree
./dataset_not_aug/images/Img_RSKA014702_0_r640_c1536.png,210,203,250,243,tree
./dataset_not_aug/images/Img_RSKA003603_2_r640_c256.png,159,34,199,74,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c640.png,154,8,194,48,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c640.png,86,80,126,119,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c640.png,1,137,41,177,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c640.png,164,206,204,246,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c2304.png,71,53,111,93,tree
./dataset_not_aug/images/Img_RSKA014702_1_r640_c2304.png,100,171,140,211,tree
./dataset_not_aug/images/Img_RSKA003603_4_r128_c1152.png,0,44,29,84,tree
./dataset_not_aug/images/Img_RSKA003603_4_r128_c1152.png,177,121,217,161,tree
./dataset_not_aug/images/Img_RSKA003603_4_r128_c1152.png,103,171,143,211,tree
./dataset_not_aug/images/Img_RSKA003603_4_r128_c1152.png,39,227,79,256,tree
./dataset_not_aug/images/Img_RSKA003603_5_r000_c3712.png,14,10,54,50,tree
./dataset_not_aug/images/Img_RSKA003603_4_r512_c2432.png,79,32,119,72,tree
./dataset_not_aug/images/Img_RSKA003603_4_r512_c2432.png,0,86,40,126,tree
./dataset_not_aug/images/Img_RSKA003603_4_r512_c2432.png,180,169,220,208,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c3328.png,68,21,108,61,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c3328.png,7,75,47,115,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c3328.png,223,143,256,183,tree
./dataset_not_aug/images/Img_RSKA003603_5_r2432_c3328.png,158,203,198,243,tree
./dataset_not_aug/images/Img_RSKA014702_2_r1408_c2944.png,165,65,205,105,tree
